KOI Name,Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count
K04587.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07735.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04097.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04097.02,-0.742609977722168,0.26482999324798584,-0.00013848768139723688,0.04492301121354103,0.0012200000055599958,-8.994956970214844,102.61958607549043,-0.00041000000783242285,0.0,1.0155501091876784e-09,0.5037199854850769,0.0005799999926239253,15.72443305808664,0.0,4.44902309,131.75425,2454964.754,0.034,1.3730000000000002,88.9,0.008,14.84915,0.55,0.046,89.92,699.0,56.19,25.0,0.644,0.101,0.0,0.0,4353.0,4.681,-0.18,0.603,0.648,2.6060000000000003,8.48,10.4,2.0
K03144.01,-1.8728499412536617,0.3562400043010712,-0.0010474483715370297,0.06049995496869087,0.0,-17.782909393310547,344.51785826566186,0.0,0.0,-3.485915929469817e-08,1.1145449876785278,0.0,309.8212157387738,0.0,8.07394097,540.04161,2455373.042,0.928,2.455,1056.0,0.037000000000000005,0.46114,1.59,0.059,85.44,420.0,7.33,11.67,0.24,0.442,0.0,0.0,3675.0,4.869,-0.32,0.398,0.428,3.625,11.735,16.0,1.0
K02856.01,-1.7957899570465088,0.4358800053596497,-0.0023592130746692428,0.07188092172145844,0.0015399999683722856,-16.981788635253903,322.72570978115164,-0.0015399999683722856,0.0,-6.320915073037582e-08,1.1158349514007568,0.0,49.86485784429111,0.0,25.8730914,143.28644,2454976.286,0.196,5.085,694.4,0.024,1.68678,2.88,0.174,89.71,667.0,46.82,39.08,0.359,0.287,0.0,0.0,6036.0,4.382,0.02,1.093,1.048,5.3889999999999985,16.605,20.1,1.0
K03784.01,-35.423301696777344,5.372920036315918,-0.003835883922874928,0.40045395493507385,0.0,-62.899879455566406,4364.319839069608,0.0,0.0,-4.253535302708671e-08,20.39811134338379,0.0,542.8290596693231,0.0,23.8706941,136.9568,2454969.957,1.293,3.4812,6386.3,0.39,0.63272,49.6,0.163,87.23,711.0,60.38,26.7,0.35100000000000003,0.289,0.0,0.0,6022.0,4.308,-0.1,1.166,1.007,59.959,106.917,114.8,1.0
K00505.01,-3.37637996673584,1.0364600419998171,-0.0029888718854635954,0.15819644927978516,0.002259999979287386,-12.69801425933838,198.09218560287,-0.002259999979287386,-0.0002699999895412475,1.5575840218192546e-08,2.206419944763184,0.0013200000394135716,35.44241798695688,-0.0002699999895412475,13.76710058,174.81089,2455007.811,0.8059999999999999,2.9105,684.8,0.027000000000000003,1.2171299999999998,2.24,0.105,87.99,595.0,29.55,23.0,0.568,0.153,0.0,0.0,5001.0,4.582,0.04,0.76,0.8059999999999999,7.301,35.346,41.6,5.0
K00505.02,-3.9946200847625732,1.597890019416809,-0.0016523500671610234,0.12368231266736986,0.00018000000272877514,-17.92705726623535,489.1132869537705,-0.00014000000373926014,0.0,-5.1556814810910774e-08,2.796255111694336,7.000000186963007e-05,37.971825823688995,0.0,6.1954595,134.71507,2454967.715,0.647,2.952,296.4,0.017,0.98545,1.37,0.061,87.06,776.0,85.77,12.6,0.568,0.153,0.0,0.0,5001.0,4.582,0.04,0.76,0.8059999999999999,5.15,18.099,27.1,5.0
K00505.03,-1.3881200551986694,0.4757600128650665,-0.003338039154186845,0.09443307667970656,0.009130000253207982,-7.05678653717041,58.8857507214203,-0.0011500000255182385,0.0,-3.86318858439754e-08,0.9319400191307068,0.0028599998913705353,48.13511157035239,0.0,3.25058201,133.69472,2454966.695,0.684,2.2537,218.4,0.014,1.02264,1.19,0.04,85.27,962.0,202.09,8.3,0.568,0.153,0.0,0.0,5001.0,4.582,0.04,0.76,0.8059999999999999,3.934,20.296,24.0,5.0
K00505.04,-1.7037600278854368,0.4287100136280061,-0.002206403762102127,0.09578987210988996,0.0021899999992456287,-9.766515731811523,115.59802727683297,-0.0018799999961629512,0.0,-1.7915674199073505e-09,1.0662350654602049,0.00139999995008111,30.30226367628137,0.0,8.34819209,136.84111,2454969.841,0.799,2.835,288.9,0.017,0.77828,1.45,0.075,86.78,702.0,57.48,14.21,0.568,0.153,0.0,0.0,5001.0,4.582,0.04,0.76,0.8059999999999999,4.345,19.983,22.1,5.0
K00505.05,-1.4070099592208862,0.4161100089550018,-0.0024855823721736674,0.09388317167758944,0.0034200000809505573,-8.432280540466309,85.50245397846089,-0.002060000086203217,0.0,-9.098171295142633e-09,0.9115599989891052,0.0017900000093504784,30.03640808587381,0.0,87.0912594,187.31231,2455020.312,0.845,7.0,1129.1,0.036000000000000004,0.46057,2.95,0.358,89.15,321.0,2.52,56.9,0.568,0.153,0.0,0.0,5001.0,4.582,0.04,0.76,0.8059999999999999,12.644,31.22,41.8,5.0
K00283.01,-7.098269939422607,3.1390700340271,-0.0026290107052773237,0.4035508632659912,0.0033099999418482184,-9.81800365447998,131.66132743876932,-0.003049999941140413,-0.0008900000248104334,-5.520045331471082e-08,5.1186699867248535,0.001729999901726842,14.030887365367118,-0.0008900000248104334,16.09196369,170.59883200000004,2455003.599,0.546,2.8943,415.8,0.019,3.5669800000000005,2.13,0.124,89.14,718.0,62.74,36.55,0.41,0.26,0.0,0.0,5680.0,4.414,0.12,1.016,0.978,18.814,98.379,84.9,3.0
K00283.02,-0.7679499983787537,0.4408400058746338,-0.0004201647534500808,0.048648130148649216,0.000380000001314329,-7.256518840789795,98.15064887103487,-0.0003900000010617077,-0.00011000000085914508,-9.889211709959416e-09,0.6043950319290161,0.00013000000035390258,10.446196037182496,-0.00011000000085914508,25.5172744,154.4165,2454987.416,0.322,4.735,66.8,0.006999999999999999,1.7647700000000002,0.83,0.168,89.53,615.0,33.91,39.3,0.41,0.26,0.0,0.0,5680.0,4.414,0.12,1.016,0.978,3.551,10.623,13.5,3.0
K01897.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04756.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02983.01,-0.7729099988937378,0.2678099870681763,-0.007174469064921141,0.061760760843753815,0.010239999857731164,-4.919448375701903,25.873820137602863,-0.0009599999757483602,0.003899999894201757,5.502308802588161e-08,0.520359992980957,0.005130000412464142,101.23698392317934,0.003899999894201757,0.423854275,132.19107,2454965.191,0.449,1.0198,235.3,0.014,2.76182,0.58,0.008,81.32,1062.0,301.79,2.971,0.314,0.398,0.0,0.0,3553.0,4.887,-0.2,0.368,0.383,3.739,15.109000000000002,33.3,1.0
K06614.01,-7.278510093688965,2.6430599689483643,-0.03562042862176895,0.5749154686927795,0.07741499692201614,-5.159578800201416,29.87125497468734,0.02425500005483628,0.06470999866724014,5.273717995205969e-07,4.960784912109375,0.03838000446557999,110.59844451913246,0.06470999866724014,0.6430028210000001,131.689685,2454964.69,1.261,1.02608,2671.5,0.326,0.58505,36.82,0.014,57.37,2188.0,5409.39,2.338,0.373,0.279,0.0,0.0,5681.0,4.315,-0.34,1.036,0.807,5.955,82.749,295.6,1.0
K04594.01,-0.4507299959659576,0.13527999818325046,-0.0044172550551593295,0.042337916791439056,0.007280000019818542,-4.71650505065918,23.922845178471913,0.0,0.0038699998985975976,-3.3658799020655576e-08,0.29300498962402344,0.0037899999879300594,93.46665877742228,0.0038699998985975976,0.643007769,131.68588,2454964.686,0.012,0.69,68.1,0.008,17.08677,0.35,0.011,89.9,1070.0,311.13,7.2,0.174,0.452,0.0,0.0,3925.0,4.825,-0.84,0.421,0.4320000000000001,3.426,7.528,10.3,1.0
K06616.01,-225.6350860595703,123.5364227294922,-0.4980673491954804,11.726980209350586,0.3190399929881096,-6.287488460540772,100.0323324265398,-0.2845799922943115,-0.015690000727772713,-8.229298382299085e-06,174.58575439453125,0.1076499968767166,11.454614147909966,-0.015690000727772713,53.22041699800001,138.5798799,2454971.58,0.248,17.7344,72895.3,0.246,0.14658,55.22,0.298,89.49,655.0,43.63,27.998,0.421,0.257,0.0,0.0,5653.0,3.905,0.3,2.057,1.24,1061.611,2963.028,4563.5,1.0
K04100.01,-1.2615599632263184,0.4843299984931946,-0.0019075364107266066,0.03709441795945168,0.0,-23.18531608581543,696.3999677257927,0.0,0.0,-5.381360857722914e-09,0.8729449510574341,0.0,220.97026719792615,0.0,379.08202,287.504,2455120.504,1.181,33.87,1609.1,0.229,0.00319,23.99,1.041,87.66,253.0,0.97,28.9,0.359,0.287,0.0,0.0,5982.0,4.493,-0.04,0.96,1.047,6.517,8.269,23.2,1.0
K06617.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03000.01,-1.0019899606704712,0.19098000228405,-0.005008250009268522,0.06309740245342255,0.004409999935887754,-10.932164192199707,125.26714922610407,-0.003229999914765358,-0.0012600000482052565,1.063943965659788e-08,0.5964849591255188,0.0021299999207258224,366.76901129007774,-0.0012600000482052565,18.3980827,144.9175,2454977.917,0.5870000000000001,4.438,145.0,0.011,0.99203,1.26,0.132,88.71,686.0,52.31,26.09,0.453,0.233,0.0,0.0,5605.0,4.381,0.0,1.015,0.904,4.371,14.630999999999998,17.2,1.0
K02091.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02183.01,-1.4331599473953247,0.2567700147628784,-0.006166028324514628,0.08195005357265472,0.00466999999480322,-12.135705947875975,153.4631320405411,-0.0037899999879300594,-0.0013000000035390258,-1.3015208970899711e-08,0.8449649810791016,0.002360000042244792,348.22905522570915,-0.0013000000035390258,19.0231361,139.65988000000002,2454972.66,0.698,3.431,401.6,0.02,1.63025,2.04,0.13699999999999998,88.73,647.0,41.5,31.5,0.46,0.229,0.0,0.0,5569.0,4.459,0.14,0.954,0.955,4.546,18.811,19.7,3.0
K02183.02,-0.8280900120735168,0.12714999914169312,-0.011202257126569748,0.07999905943870544,0.007954999920912087,-6.211151123046875,38.8203291076358,-0.003744999994523823,0.0,-2.8813452830621035e-08,0.477620005607605,0.003980000037699939,395.2424521142229,0.0,4.57948235,135.09685,2454968.097,0.055,3.1060000000000003,207.1,0.013,1.33901,1.35,0.053,89.72,1040.0,276.82,11.407,0.46,0.229,0.0,0.0,5569.0,4.459,0.14,0.954,0.955,4.268,17.95,20.0,3.0
K02183.03,-1.4585700035095217,0.13370999693870544,-0.0009056612616404892,0.036439187824726105,9.999999747378752e-06,-30.93776893615723,995.1429234156919,-9.999999747378752e-06,0.0,2.1559381083543269e-10,0.7961400151252747,0.0,536.5474704691967,0.0,150.381954,205.2811,2455038.281,0.892,4.968,396.1,0.022,1.28279,2.26,0.545,89.56,325.0,2.63,115.3,0.46,0.229,0.0,0.0,5569.0,4.459,0.14,0.954,0.955,4.896,7.761,7.8,3.0
K01908.01,-2.0844199657440186,0.6899999976158142,-0.004666456952691078,0.1277783364057541,0.00594000011915341,-9.727511405944824,107.35369271277996,-0.005400000140070915,-0.0016400000313296914,9.921878447428633e-09,1.3872100114822388,0.003049999941140413,28.45015081539316,-0.0016400000313296914,12.55111099,137.26226,2454970.262,0.519,3.1293,494.1,0.021,2.3473900000000003,1.34,0.09,88.9,480.0,12.56,26.94,0.644,0.101,0.0,0.0,4213.0,4.669,-0.2,0.598,0.609,6.71,27.182,33.2,2.0
K01908.02,-1.515470027923584,0.3749600052833557,-0.0023101756814867267,0.07711964100599289,0.002379999961704016,-11.89543628692627,166.02927960401774,-0.002379999961704016,-0.0006799999973736702,-1.2948367410281894e-09,0.9452149868011476,0.0008800000068731606,27.97949979373968,-0.0006799999973736702,24.0884178,134.42178,2454967.422,0.376,3.952,387.2,0.018000000000000002,2.78337,1.16,0.138,89.51,386.0,5.26,44.0,0.644,0.101,0.0,0.0,4213.0,4.669,-0.2,0.598,0.609,4.357,15.768,21.0,2.0
K07736.01,-0.2308699935674668,0.12635000050067902,-0.0004697638505604118,0.037682339549064636,0.01053999993018806,-2.628313064575196,6.950695900949899,0.002279999898746609,0.005659999791532755,4.8550411989065055e-09,0.17860999703407288,0.004579999949783087,37.872562489834564,0.005659999791532755,0.664727127,131.63516,2454964.635,0.382,1.561,16.2,0.004,1.26556,0.46,0.015,82.91,2343.0,7149.67,3.09,0.315,0.303,0.0,0.0,6143.0,4.3439999999999985,-0.2,1.116,1.001,4.13,8.025,7.6,1.0
K08104.01,-1.8166699409484863,0.2231599986553192,-0.0008957957033999262,0.042193010449409485,0.0,-35.43412780761719,1319.1157711387973,0.0,0.0,-1.115336695533737e-08,1.0199149847030642,0.0,632.2144285619031,0.0,317.99484,393.0306,2455226.031,0.405,7.28,719.0,0.025,5.80986,2.22,0.883,89.93,241.0,0.79,314.0,0.386,0.271,0.0,0.0,5665.0,4.5680000000000005,-0.2,0.82,0.916,8.479,9.95,8.4,1.0
K00555.01,-3.0157299041748047,0.7519699931144714,-0.005759526044130325,0.1380354017019272,0.0029900000663474198,-16.42128562927246,302.0998972306925,-0.002390000037848949,0.0,1.4717655018557622e-08,1.8838499784469604,0.001129999989643693,54.47260837866732,0.0,3.701765401,172.44778,2455005.4480000003,0.713,2.6061,288.3,0.017,0.6833899999999999,1.63,0.044,84.83,1050.0,286.23,7.91,0.509,0.196,0.0,0.0,5252.0,4.442,0.04,0.898,0.815,4.21,28.447,35.9,2.0
K00555.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02783.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04744.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03396.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06619.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07737.01,-0.8990300297737122,0.7348200082778931,-0.00021598291641566905,0.01975382678210736,0.0,-30.161067962646484,1530.7219795517829,0.0,0.0,1.7675834813108205e-09,0.816925048828125,0.0,78.46907782250517,0.0,4.75307877,134.5462132,2454967.546,0.019,2.35,933.0,0.026,0.2037,505.94,0.086,89.83,7040.0,580415.2,6.24,0.939,-0.116,0.0,0.0,3486.0,0.5,-0.1,180.013,3.735,11.565,8.947000000000003,6.4,1.0
K00272.01,-6.349830150604247,1.8050099611282349,-0.06908709555864334,0.4844426214694977,0.08231999911367892,-5.302863597869873,31.13054458360452,-0.023269999772310257,0.0,3.3115025515422466e-07,4.077420234680177,0.0457100011408329,76.72069838521698,0.0,1.28132831,169.665953,2455002.666,0.926,0.9157,525.5,0.026,1.27918,4.52,0.022,78.89,2215.0,5673.71,4.81,0.327,0.295,0.0,0.0,5918.0,3.978,-0.62,1.596,0.8809999999999999,8.272,69.952,196.4,1.0
K02358.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02752.01,-1.050089955329895,0.3172900080680847,-0.0043550212867558,0.06920801848173141,0.007280000019818542,-6.575153350830077,48.284793110346136,0.0,0.00203999993391335,2.43560214473912e-08,0.6836899518966675,0.003090000012889505,124.31424381565908,0.00203999993391335,1.287622419,132.43069,2454965.431,0.8190000000000001,0.821,36.5,0.006,4.01821,0.87,0.025,83.34,1957.0,3450.59,7.06,0.334,0.302,0.0,0.0,6170.0,4.308,0.18,1.274,1.208,4.55,13.324000000000002,16.9,1.0
K00033.01,-0.5441499948501587,0.32774999737739563,-0.00035062478855252266,0.06308955699205399,0.00902999984100461,-2.5512068271636963,11.712752865590794,-0.0026199999265372753,0.0007099999929778278,3.1683432032747806e-10,0.435949981212616,0.003920000046491623,4.283462716415256,0.0007099999929778278,0.366197145,133.55969,2454966.56,0.319,1.2335,275.3,0.015,1.6728900000000002,51.34,0.012,81.97,9983.0,2335438.28,2.28,0.639,0.102,0.0,0.0,4448.0,1.694,-0.48,31.5,1.789,5.495,13.803,16.7,1.0
K06620.01,-0.12589000165462494,0.061689998954534524,-0.017129018902778625,0.032163526862859726,0.04628999996930362,-0.8519498109817505,-0.1996331583529729,-0.04179999977350235,-0.0039400001987814895,-6.829579601500733e-08,0.09379000216722487,0.01362000033259392,3.449681933041655,-0.0039400001987814895,1.140133012,132.34077,2454965.341,1.181,9.251,223.2,0.194,0.02506,126.77,0.027000000000000003,9.92,4370.0,86385.22,1.199,0.272,0.315,0.0,0.0,6715.0,3.2110000000000003,-0.5,5.97,2.114,3.387,9.473,63.4,1.0
K00206.01,-15.231719970703125,6.302189826965332,-0.2736392021179199,2.279865503311157,0.3057150037493557,-3.2049319744110107,13.787943146748802,-0.30440500378608704,-0.14667999744415286,2.634569674786203e-06,10.76695442199707,0.1541699916124344,8.737096549977567,-0.14667999744415286,5.334082429,131.981761,2454964.982,0.045,6.2226,4676.5,0.063,0.22622,13.08,0.067,89.63,1495.0,1180.64,6.981,0.32,0.305,0.0,0.0,6332.0,4.016,0.04,1.905,1.3730000000000002,47.407,569.924,653.4,1.0
K01011.01,-62.57040023803711,29.06731986999512,-1.1948989629745483,8.119828224182129,1.1496549844741821,-3.798790693283081,18.837656895690106,-1.1496549844741821,-0.5831400156021118,-1.3045132904696135e-05,45.8188591003418,0.5831400156021118,14.418927918331926,-0.5831400156021118,6.198273591,183.3731434,2455016.373,0.343,7.53837,47302.6,0.202,0.18955,19.81,0.066,87.29,985.0,222.23,7.274,0.334,0.29600000000000004,0.0,0.0,6038.0,4.524,-0.28,0.898,0.982,219.624,2130.468,2561.1,1.0
K07738.01,-0.5104299783706665,0.27695998549461365,-0.0003510277601890266,0.048453040421009064,0.00539999979082495,-2.828310489654541,14.04777135034936,-0.0013299999991431832,7.000000186963007e-05,2.2540122200477032e-09,0.3936949968338013,0.002050000010058284,4.616404807876196,7.000000186963007e-05,0.954873008,131.85198300000002,2454964.852,0.578,1.0613,33.0,0.005,3.85217,0.81,0.018000000000000002,84.19,2325.0,6913.47,5.705,0.327,0.295,0.0,0.0,6092.0,4.114,-0.6,1.3630000000000002,0.8809999999999999,5.32,10.584,1.5,1.0
K01956.01,-0.869949996471405,0.18956999480724326,-0.02527856640517712,0.1267305612564087,0.023749999701976776,-3.9190516471862793,14.653299815962255,-0.01119999960064888,0.0002099999983329326,5.446620441773128e-08,0.5297600030899048,0.011859999969601631,146.04882246319397,0.0002099999983329326,2.7595733410000003,131.71354,2454964.714,1.04,6.999,382.0,0.068,0.00525,6.42,0.037000000000000005,35.89,1198.0,487.37,1.283,0.393,0.268,0.0,0.0,5640.0,4.52,-0.14,0.863,0.901,5.329,27.822,64.4,1.0
K03603.01,-165.2852020263672,62.663368225097656,-0.8566866517066956,20.91757583618164,0.8557299841195345,-3.690908670425415,18.90210206217469,-0.7985749840736389,0.0,-2.827519185450177e-05,113.97428894042969,0.4101000130176544,11.809250942442539,0.0,5.519188936,134.470023,2454967.47,0.459,7.1351,217073.0,0.44,0.33187,43.06,0.057,86.76,932.0,178.7,8.115,0.4970000000000001,0.204,0.0,0.0,5324.0,4.439,-0.06,0.897,0.805,529.9780000000002,5826.99,2270.6,1.0
K02189.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K06621.01,-1760.812744140625,477.6891479492188,-1.0504614114761353,80.39154052734375,3.104615032672882,-11.022661209106444,143.24967742152242,-1.0187450051307678,0.0,-1.6231754638469973e-05,1119.2509765625,1.2796299457550049,36.91940102847545,0.0,7.946367137999999,135.0947711,2454968.095,0.636,2.58667,278086.0,0.575,11.6118,36.01,0.065,88.92,629.0,36.92,33.842,0.519,0.194,0.0,0.0,4789.0,4.678,-0.98,0.573,0.5710000000000001,2484.792,16605.479,1228.9,1.0
K01793.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K05196.01,-1.4155900478363037,0.5129799842834473,-0.0010083119850605726,0.02766595408320427,0.0,-36.16897583007813,1601.9996152981046,0.0,0.0,-4.1706016257693886e-09,0.9642850160598756,0.0,126.56238382149523,0.0,392.47291,155.4624,2454988.462,0.7609999999999999,7.867000000000001,345.6,0.019,2.10815,5.46,1.181,89.83,442.0,9.04,258.0,0.268,0.322,0.0,0.0,6626.0,3.728,-0.34,2.704,1.426,4.965,7.149,12.2,1.0
K00148.01,-8.207819938659668,2.2845399379730225,-0.02080996334552765,0.5419182777404785,0.030420000664889806,-8.088205337524414,74.47597066063526,-0.017720000818371773,-0.007910000160336494,6.155866693579407e-08,5.246180057525635,0.011669998988509178,46.349283979895105,-0.007910000160336494,4.77800306,124.06146499999998,2454957.061,0.02,2.7361,473.0,0.019,2.0886,1.85,0.053,89.91,932.0,177.79,13.609000000000002,0.526,0.18600000000000005,0.0,0.0,5192.0,4.489,0.18,0.873,0.856,11.528,83.91,115.4,3.0
K00148.02,-3.98796010017395,1.1755499839782717,-0.016888834536075592,0.3847779929637909,0.048204999417066574,-6.350696086883545,43.67804692628192,-0.0086899995803833,0.0017000000225380065,7.142953450630442e-08,2.5817551612854004,0.015010000206530094,86.35266467373779,0.0017000000225380065,9.673958488,125.339418,2454958.339,0.194,3.2641,952.7,0.028,2.41318,2.63,0.085,89.51,736.0,69.42,22.85,0.526,0.18600000000000005,0.0,0.0,5192.0,4.489,0.18,0.873,0.856,18.598,134.08,178.0,3.0
K00148.03,-3.8850400447845455,1.0848599672317505,-0.004874241538345814,0.1993376463651657,0.0038700000659446228,-11.96458911895752,173.98056884099162,-0.003770000068470836,-0.0007999999797903001,1.6610457534825273e-08,2.484950065612793,0.0014400000218302011,33.09541591558681,-0.0007999999797903001,42.89645024,146.0613,2454979.061,0.006999999999999999,5.6897,555.3,0.021,2.09055,2.0,0.228,89.99,448.0,9.54,58.81,0.526,0.18600000000000005,0.0,0.0,5192.0,4.489,0.18,0.873,0.856,13.864,44.076,66.8,3.0
K06622.01,-282.1653137207031,97.79058074951172,-0.7666702270507812,21.083635330200195,0.7112100124359131,-6.867103099822997,62.87831507295496,-0.7112100124359131,-0.3245100080966949,-1.5832300590280497e-05,189.9779510498047,0.3533199727535248,19.345245314829114,-0.3245100080966949,16.832079803,133.1746947,2454966.175,0.218,7.79748,48374.6,0.204,0.49795,61.35,0.138,89.36,1243.0,565.17,19.537,0.306,0.294,0.0,0.0,6300.0,3.646,-0.8,2.755,1.223,929.003,5343.073,5156.6,1.0
K06623.01,-164.87078857421875,55.98106002807617,-0.4760221838951111,15.043027877807615,0.7184649854898453,-5.405539989471436,40.494876278419945,-0.5946399867534637,-0.179749995470047,-1.9524362787869616e-06,110.4259262084961,0.3742799758911133,10.10356228506864,-0.179749995470047,7.346159047,136.8912771,2454969.891,0.945,6.5974,121807.0,0.503,0.3514,44.48,0.071,84.58,835.0,114.57,10.008,0.434,0.243,0.0,0.0,5616.0,4.574,-0.2,0.81,0.905,449.172,3781.766,2541.2,1.0
K07739.01,-0.5289000272750854,0.09239999949932096,-0.003314008703455329,0.033245593309402466,0.002159999974537641,-9.847599983215332,101.742814443272,-0.0017099999822676182,-7.000000186963007e-05,-3.042443039462524e-08,0.3106500208377838,0.0012199999764561653,311.83077321894064,-7.000000186963007e-05,6.6751871,137.4528,2454970.453,0.251,2.372,178.3,0.012,3.98234,1.09,0.067,89.32,890.0,148.28,21.1,0.373,0.279,0.0,0.0,5774.0,4.567,-0.3,0.818,0.907,3.212,7.849,7.0,1.0
K06624.01,-0.6264500021934509,0.11396999657154085,-0.0016467295354232196,0.03055188618600368,0.0012499999720603228,-14.60104274749756,224.99781274704108,-0.0012499999720603228,-0.0005000000237487257,3.883318777148899e-09,0.3702099919319153,0.0006000000284984707,185.10310566720452,-0.0005000000237487257,26.2402438,151.5242,2454984.524,0.36,3.024,174.0,0.012,6.77994,1.16,0.16,89.67,583.0,27.36,62.7,0.35600000000000004,0.28600000000000003,0.0,0.0,5649.0,4.45,-0.42,0.875,0.787,3.063,7.319,7.9,1.0
K01006.01,-4.366300106048584,0.7680900096893309,-0.004319260828197002,0.14889012277126312,0.004540000110864639,-19.97122573852539,441.60855079759125,-0.004540000110864639,-0.0006200000061653552,-5.812131305631683e-08,2.567194938659668,0.0015799999237060547,64.67476932276007,-0.0006200000061653552,30.6113932,374.6216,2455207.622,1.264,3.576,3472.0,0.338,0.47364,19.68,0.158,87.47,317.0,2.38,28.6,0.508,0.224,0.0,0.0,3900.0,4.727,-0.1,0.534,0.555,14.724,38.136,37.5,1.0
K00556.01,-1.1719800233840942,0.1967799961566925,-0.011709217913448807,0.10607355833053587,0.012160000391304493,-6.931319236755371,52.332280427447714,-0.010320000350475313,-0.004650000017136335,-1.088290865103941e-07,0.6843799948692322,0.005869999993592501,47.70879814184315,-0.004650000017136335,9.50150926,175.67002,2455008.67,1.237,6.852,509.5,0.26,0.0046,25.77,0.08800000000000001,63.77,843.0,119.55,2.8,0.345,0.292,0.0,0.0,5938.0,4.518,-0.16,0.908,0.992,9.614,28.963,34.8,1.0
K03676.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,9.50158045,131.97492,2454964.975,0.444,5.0701,443400.0,0.669,2.56862,73.07,0.08800000000000001,88.9,860.0,128.99,23.057,0.404,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,133.157,812.711,314.9,1.0
K03951.01,-0.5260199904441833,0.13336999714374542,-0.01690227910876274,0.09626221656799316,0.01911000069230795,-3.2543375492095947,9.371521527813913,-0.003250000067055225,0.0065100002102553844,1.234138389701424e-08,0.3296949863433838,0.009539999067783356,91.34641498778288,0.0065100002102553844,2.40435335,133.22999,2454966.23,0.746,4.07,70.6,0.008,0.10489,3.05,0.04,76.42,2454.0,8577.88,3.18,0.339,0.294,0.0,0.0,6103.0,3.568,-0.22,3.358,1.5219999999999998,4.308,22.607,27.1,1.0
K06134.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,2.404386969,133.21054840000002,2454966.211,0.613,7.40348,313168.0,0.603,0.1834,79.72,0.035,80.79,1670.0,1838.11,3.827,0.287,0.307,0.0,0.0,6466.0,4.2780000000000005,-0.48,1.21,1.011,5696.613,47019.348,8577.4,1.0
K03288.01,-2.6867098808288574,1.1505600214004517,-0.00035194616066291934,0.10466919094324112,0.00017999999545281753,-13.129853248596193,271.21869446139567,-0.00015999999595806003,0.0,4.488169772166591e-09,1.918634891510009,4.9999998736893765e-05,18.53983214379301,0.0,47.9869119,160.65401,2454993.654,0.873,5.3420000000000005,859.3,0.031,0.44083,3.35,0.249,88.67,493.0,14.01,37.7,0.393,0.268,0.0,0.0,5641.0,4.408,-0.06,0.981,0.899,7.28,24.94,25.7,1.0
K06135.01,-283.3130187988281,124.85587310791016,-0.12301209568977355,16.840171813964847,0.2058799983933568,-6.3931517601013175,68.68447981796878,-0.184239998459816,0.0,-8.243505184609284e-07,204.08444213867188,0.12225999683141707,7.659548321287758,0.0,4.390513938,132.55076100000002,2454965.551,0.879,2.9472,46829.0,0.263,1.0972,41.83,0.053,85.14,1401.0,910.71,10.379,0.343,0.292,0.0,0.0,6081.0,4.133,-0.16,1.454,1.046,483.093,4135.588,290.7,1.0
K04913.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
